2023-04-25 14:38:08, 622
2023-04-25 14:38:13, 219
2023-04-25 14:38:13, 720
2023-04-25 14:38:13, 888
2023-04-25 14:38:13, 762
2023-04-25 14:38:13, 891
2023-04-25 14:38:14, 175
2023-04-25 14:38:14, 237
2023-04-25 14:39:38, 149
2023-04-25 14:39:38, 340
2023-04-25 14:39:38, 607
2023-04-25 14:39:38, 576
2023-04-25 14:39:39, 87
2023-04-25 14:39:39, 672
2023-04-25 14:39:39, 344
2023-04-25 14:39:39, 449
2023-04-25 14:39:39, 998
2023-04-25 14:39:39, 390
2023-04-25 14:39:40, 889
2023-04-25 14:39:40, 461
2023-04-25 14:39:40, 719
2023-04-25 14:39:40, 456
2023-04-25 14:39:40, 736
2023-04-25 14:39:40, 135
2023-04-25 14:39:41, 829
2023-04-25 14:39:41, 933
2023-04-25 14:39:41, 363
2023-04-25 14:39:41, 571
2023-04-25 14:39:41, 558
2023-04-25 14:39:42, 22
2023-04-25 14:39:42, 110
2023-04-25 14:39:42, 166
2023-04-25 14:39:42, 951
2023-04-25 14:39:42, 306
2023-04-25 14:39:42, 823
2023-04-25 14:39:43, 730
2023-04-25 14:39:43, 15
2023-04-25 14:39:43, 231
2023-04-25 14:39:43, 426
2023-04-25 14:39:43, 798
2023-04-25 14:39:43, 328
2023-04-25 14:39:44, 635
2023-04-25 14:39:44, 890
2023-04-25 14:39:44, 1
2023-04-25 14:39:44, 588
2023-04-25 14:39:44, 117
2023-04-25 14:39:45, 865
2023-04-25 14:39:45, 605
2023-04-25 14:39:45, 115
2023-04-25 14:39:45, 812
2023-04-25 14:41:51, 963
2023-04-25 14:42:03, 672
2023-04-25 14:45:12, 772
2023-04-25 14:45:12, 462
2023-04-25 14:45:12, 676
2023-04-25 14:45:13, 902
2023-04-25 14:45:13, 52
2023-04-25 14:45:13, 994
2023-04-25 14:45:13, 732
2023-04-25 14:45:13, 811
2023-04-25 14:45:13, 652
2023-04-25 14:45:14, 695
2023-04-25 14:45:14, 31
2023-04-25 14:45:14, 457
2023-04-25 14:45:14, 428
2023-04-25 14:45:14, 478
2023-04-25 14:45:15, 602
2023-04-25 14:45:15, 735
2023-04-25 14:45:15, 791
2023-04-25 14:45:15, 899
